WKT,road_id,geometry_class,road_type,road_name_class,full_road_name,road_name_label,road_name_prefix,road_name_body,road_name_type,road_name_suffix,route_name_body,route_name_number,route_name_alpha,route_name_suffix,full_road_name_ascii,road_name_label_ascii,road_name_body_ascii
"LINESTRING (174.7653644167 -36.85305545,174.7658120833 -36.8537942667)",1837605,Addressing Road,Unknown,Road,Governor Fitzroy Place,Governor Fitzroy Pl,,Governor Fitzroy,Place,,,,,,Governor Fitzroy Place,Governor Fitzroy Pl,Governor Fitzroy
"LINESTRING (174.7759138333 -36.8511403333,174.7763798667 -36.85051965,174.7765006167 -36.8503835167,174.7766186333 -36.85024215,174.7766054333 -36.8500845333)",1838202,Addressing Road,Unknown,Road,Shipwright Lane,Shipwright Lane,,Shipwright,Lane,,,,,,Shipwright Lane,Shipwright Lane,Shipwright
"LINESTRING (174.7695729833 -36.8449729167,174.7695591333 -36.84501355,174.7694522333 -36.8452743667,174.76940715 -36.8453923167)",1840569,Addressing Road,Unknown,Road,Roukai Lane,Roukai Lane,,Roukai,Lane,,,,,,Roukai Lane,Roukai Lane,Roukai
"MULTILINESTRING ((174.7696187333 -36.8448941333,174.76969815 -36.8446988833),(174.7691688333 -36.8445551667,174.76969815 -36.8446988833),(174.76969815 -36.8446988833,174.7697697167 -36.8445178167))",1841205,Addressing Road,Unknown,Road,Takutai Square,Takutai Sq,,Takutai,Square,,,,,,Takutai Square,Takutai Sq,Takutai
"MULTILINESTRING ((174.76969815 -36.8446988833,174.7706911 -36.8449586),(174.7683119667 -36.8443266833,174.7691688333 -36.8445551667))",1841580,Addressing Road,Unknown,Road,Te Ara Tahuhu,Te Ara Tahuhu,,Te Ara Tahuhu,,,,,,,Te Ara Tahuhu,Te Ara Tahuhu,Te Ara Tahuhu
"LINESTRING (174.7665615333 -36.8477656833,174.7669253833 -36.8477658667,174.7670678667 -36.84775195)",1842526,Addressing Road,Unknown,Road,Freyberg Place,Freyberg Pl,,Freyberg,Place,,,,,,Freyberg Place,Freyberg Pl,Freyberg
"MULTILINESTRING ((174.7648551833 -36.8572002,174.7647491167 -36.85729025),(174.765717 -36.8563847667,174.7657109167 -36.8563898833,174.7648551833 -36.8572002),(174.7674484 -36.8548597667,174.7674149 -36.8548849333,174.7670229333 -36.8552291833),(174.7675604333 -36.8547756,174.7674484 -36.8548597667),(174.76667865 -36.8555316,174.7662862 -36.8558739667),(174.7670229333 -36.8552291833,174.76667865 -36.8555316),(174.768102576762 -36.8541626407041,174.76770345 -36.8546139),(174.7681700833 -36.8540863167,174.768102576762 -36.8541626407041),(174.7724080167 -36.8502210333,174.7704056167 -36.8518840667),(174.7681700833 -36.8540863167,174.76822115 -36.8540335333,174.7683101 -36.8539453833),(174.7704056167 -36.8518840667,174.77033555 -36.8519438,174.7683101 -36.8539453833),(174.76759685 -36.8547344333,174.7675604333 -36.8547756),(174.76759685 -36.8547344333,174.76770345 -36.8546139),(174.7658888167 -36.8562316,174.765717 -36.8563847667),(174.7662862 -36.8558739667,174.7658888167 -36.8562316),(174.7647491167 -36.85729025,174.764717343952 -36.8573164398621))",3017824,Addressing Road,Unknown,Road,Symonds Street,Symonds St,,Symonds,Street,,,,,,Symonds Street,Symonds St,Symonds
"LINESTRING (174.7757850167 -36.8630938167,174.7760808333 -36.8633443,174.7760860167 -36.8633502,174.7761017333 -36.8633678333,174.7761070167 -36.8633736833,174.7761123167 -36.8633795333,174.7761176167 -36.86338535,174.7761229333 -36.8633912,174.77612825 -36.86339705,174.77613355 -36.8634028833,174.7761388333 -36.8634087333,174.7761441167 -36.8634145833,174.7761493667 -36.86342045,174.7761545667 -36.86342635,174.77615975 -36.86343225,174.7761649 -36.86343815,174.77617 -36.8634441,174.7761750667 -36.8634500667,174.77618005 -36.8634561,174.7761832833 -36.8634601333,174.7761881167 -36.8634662167,174.7761928667 -36.86347235,174.7761976 -36.8634784833,174.7762023 -36.8634847167,174.7762069667 -36.863491,174.7762115833 -36.8634973167,174.7762162 -36.8635036667,174.7762208 -36.8635100667,174.7762253167 -36.8635164833,174.7762298833 -36.86352295,174.7762344 -36.8635293833,174.7762388833 -36.8635358333,174.7762434 -36.8635423167,174.77624785 -36.8635487667,174.7762523167 -36.8635552333,174.7762527 -36.8635557667)",3041056,Addressing Road,Unknown,Road,Little George Street,Little George St,,Little George,Street,,,,,,Little George Street,Little George St,Little George
"LINESTRING (174.7793359167 -36.8495633333,174.77968195 -36.850392)",1823901,Addressing Road,Unknown,Road,Dilworth Terrace,Dilworth Tce,,Dilworth,Terrace,,,,,,Dilworth Terrace,Dilworth Tce,Dilworth
"LINESTRING (174.78082085 -36.8517969333,174.7818415167 -36.8516273333,174.7825441333 -36.8514881167)",1824021,Addressing Road,Unknown,Road,Farnham Street,Farnham St,,Farnham,Street,,,,,,Farnham Street,Farnham St,Farnham
"LINESTRING (174.7687238333 -36.845683,174.7698970333 -36.8459964167)",1824075,Addressing Road,Unknown,Road,Gore Street Lane,Gore Street Lane,,Gore Street,Lane,,,,,,Gore Street Lane,Gore Street Lane,Gore Street
"LINESTRING (174.7688566667 -36.8571936167,174.7693163167 -36.8573436667)",1824085,Addressing Road,Unknown,Road,Grafton Terrace,Grafton Tce,,Grafton,Terrace,,,,,,Grafton Terrace,Grafton Tce,Grafton
"MULTILINESTRING ((174.7872982167 -36.8566832,174.7872560333 -36.8566590667,174.7869326 -36.8549192667),(174.7869326 -36.8549192667,174.7867505333 -36.85398265,174.78674735 -36.8539679833),(174.78674735 -36.8539679833,174.7866882333 -36.85361385,174.7866372333 -36.8534310333),(174.7866372333 -36.8534310333,174.7864542667 -36.85279015),(174.7864542667 -36.85279015,174.7862804833 -36.8521933167),(174.7860855667 -36.8515176167,174.78582705 -36.8506485833,174.7858109167 -36.8491571333),(174.78580295 -36.8483898833,174.7858109167 -36.8491571333),(174.7858109167 -36.8491571333,174.7858101333 -36.8491261667,174.78580655 -36.84909495,174.7858004 -36.8490638167,174.78579155 -36.8490330833,174.78578005 -36.84900295,174.7857659667 -36.8489735833,174.7857494333 -36.8489451,174.7857302667 -36.8489176833,174.78570845 -36.8488915333,174.7856844667 -36.84886665,174.7856587833 -36.8488430667,174.7856311333 -36.8488209667,174.7856017167 -36.8488004833,174.7855707167 -36.84878165,174.7855381 -36.8487646167,174.7855040833 -36.8487494667,174.7854688667 -36.8487362333,174.7854330167 -36.8487249833,174.7853985333 -36.8487157667,174.7853632833 -36.8487086,174.7853275667 -36.8487035833,174.7852915333 -36.8487007167,174.7852551833 -36.8487000833,174.7845312333 -36.8487277333),(174.7845312333 -36.8487277333,174.7830780333 -36.8487935667),(174.7862804833 -36.8521933167,174.7861171167 -36.8516238333),(174.7860855667 -36.8515176167,174.7861171167 -36.8516238333))",1824125,Addressing Road,Unknown,Road,Gladstone Road,Gladstone Rd,,Gladstone,Road,,,,,,Gladstone Road,Gladstone Rd,Gladstone
"MULTILINESTRING ((174.7867793167 -36.8517713333,174.7870231167 -36.8526831833),(174.7870773 -36.8528749,174.7873805167 -36.8539476833),(174.7870231167 -36.8526831833,174.7870773 -36.8528749))",1824164,Addressing Road,Unknown,Road,Taurarua Terrace,Taurarua Tce,,Taurarua,Terrace,,,,,,Taurarua Terrace,Taurarua Tce,Taurarua
"MULTILINESTRING ((174.7653262333 -36.8472731167,174.7657997667 -36.84741375),(174.7653262333 -36.8472731167,174.764717343952 -36.8470922121387))",1824177,Addressing Road,Unknown,Road,Wyndham Street,Wyndham St,,Wyndham,Street,,,,,,Wyndham Street,Wyndham St,Wyndham
"MULTILINESTRING ((174.7759629667 -36.8518588833,174.77644525 -36.8513482),(174.7753718333 -36.8522844333,174.77576685 -36.8520524333),(174.77576685 -36.8520524333,174.7759629667 -36.8518588833))",1824244,Addressing Road,Unknown,Road,Carlaw Park Avenue,Carlaw Park Ave,,Carlaw Park,Avenue,,,,,,Carlaw Park Avenue,Carlaw Park Ave,Carlaw Park
"LINESTRING (174.7851395167 -36.8567878833,174.7857735167 -36.8576848)",1824285,Addressing Road,Unknown,Road,Burrows Avenue,Burrows Ave,,Burrows,Avenue,,,,,,Burrows Avenue,Burrows Ave,Burrows
"LINESTRING (174.7704056167 -36.8518840667,174.7685105167 -36.8513051167)",1824352,Addressing Road,Unknown,Road,Alfred Street,Alfred St,,Alfred,Street,,,,,,Alfred Street,Alfred St,Alfred
"MULTILINESTRING ((174.78608915 -36.8550096167,174.7861293333 -36.8552910333,174.7848391167 -36.85546335),(174.7869326 -36.8549192667,174.78608915 -36.8550096167))",1824380,Addressing Road,Unknown,Road,Alberon Street,Alberon St,,Alberon,Street,,,,,,Alberon Street,Alberon St,Alberon
"LINESTRING (174.78608915 -36.8550096167,174.7860188167 -36.8545545833)",1824386,Addressing Road,Unknown,Road,Alberon Place,Alberon Pl,,Alberon,Place,,,,,,Alberon Place,Alberon Pl,Alberon
"LINESTRING (174.7664041 -36.8651497833,174.7665703167 -36.8646286)",1838205,Addressing Road,Unknown,Road,Edward Wayte Place,Edward Wayte Pl,,Edward Wayte,Place,,,,,,Edward Wayte Place,Edward Wayte Pl,Edward Wayte
"MULTILINESTRING ((174.770684097461 -36.8654731276902,174.7705167167 -36.8660336167),(174.77075165 -36.8652530167,174.77071595 -36.8653664667,174.770684097461 -36.8654731276902),(174.771116246269 -36.8640844182837,174.77075165 -36.8652530167),(174.7706730833 -36.8625948667,174.771136606325 -36.8639207845306,174.771134435176 -36.8639988324525,174.771116246269 -36.8640844182837),(174.77053845 -36.86223045,174.7706730833 -36.8625948667),(174.76886565 -36.8609392667,174.7698164167 -36.8611669667),(174.7682233333 -36.8607873333,174.76886565 -36.8609392667),(174.7669733833 -36.86036445,174.7670426 -36.8604964333,174.7676198333 -36.8606369333),(174.7679261833 -36.8607149667,174.7682233333 -36.8607873333),(174.7676198333 -36.8606369333,174.7679261833 -36.8607149667),(174.7704006833 -36.8618522167,174.77053845 -36.86223045),(174.7698164167 -36.8611669667,174.7701746333 -36.8612462667,174.7704006833 -36.8618522167))",3021381,Addressing Road,Unknown,Road,Park Road,Park Rd,,Park,Road,,,,,,Park Road,Park Rd,Park
"MULTILINESTRING ((174.7872521 -36.8642076667,174.7874989 -36.8643497833),(174.78202835 -36.8618233333,174.7826481167 -36.8622485833),(174.7849358667 -36.8634843167,174.7859621833 -36.86388275,174.7872041333 -36.8641830333,174.7872521 -36.8642076667),(174.7826481167 -36.8622485833,174.783353071353 -36.8627480509396,174.783741707823 -36.8630081770294,174.783878209138 -36.8630769879407,174.7849358667 -36.8634843167))",1824693,Addressing Road,Unknown,Road,Ayr Street,Ayr St,,Ayr,Street,,,,,,Ayr Street,Ayr St,Ayr
"MULTILINESTRING ((174.7653418167 -36.8443283667,174.7666727167 -36.8446752667),(174.764717343952 -36.8441460478065,174.7653418167 -36.8443283667))",1823889,Addressing Road,Unknown,Road,Customs Street West,Customs St W,,Customs,Street,West,,,,,Customs Street West,Customs St W,Customs
"LINESTRING (174.7736648167 -36.8449828667,174.7741226 -36.8438650333)",1824536,Addressing Road,Unknown,Road,Tinley Street,Tinley St,,Tinley,Street,,,,,,Tinley Street,Tinley St,Tinley
"MULTILINESTRING ((174.7667216167 -36.8471997167,174.7667821833 -36.8472071,174.76718065 -36.84730485),(174.7659177667 -36.8470061333,174.7666475 -36.8471989833,174.7667216167 -36.8471997167))",1824187,Addressing Road,Unknown,Road,Vulcan Lane,Vulcan Lane,,Vulcan,Lane,,,,,,Vulcan Lane,Vulcan Lane,Vulcan
"MULTILINESTRING ((174.7727706333 -36.8491122833,174.7715222167 -36.8494998833),(174.77397685 -36.8488111,174.7744765167 -36.8487666833),(174.7735336167 -36.8488947333,174.7733902167 -36.8489557167,174.7727706333 -36.8491122833),(174.7735336167 -36.8488947333,174.7737483167 -36.8488314167,174.77397685 -36.8488111))",1824047,Addressing Road,Unknown,Road,Parliament Street,Parliament St,,Parliament,Street,,,,,,Parliament Street,Parliament St,Parliament
"MULTILINESTRING ((174.77453485 -36.8491711,174.775443025601 -36.8494321351805),(174.7755490167 -36.8494626,174.7756854667 -36.8495011667,174.7766054333 -36.8500845333),(174.775443025601 -36.8494321351805,174.7755490167 -36.8494626))",1824567,Addressing Road,Unknown,Road,Ronayne Street,Ronayne St,,Ronayne,Street,,,,,,Ronayne Street,Ronayne St,Ronayne
"MULTILINESTRING ((174.7783332167 -36.8499135833,174.7785319167 -36.85020645),(174.7786507 -36.8504078167,174.7788903333 -36.8507909667),(174.7785319167 -36.85020645,174.7786507 -36.8504078167))",1824627,Addressing Road,Unknown,Road,Fox Street,Fox St,,Fox,Street,,,,,,Fox Street,Fox St,Fox
"MULTILINESTRING ((174.7823513167 -36.8687887833,174.7826837333 -36.86874055,174.7827770333 -36.8685953667,174.7828122167 -36.8679466,174.7831644167 -36.8671962,174.7833892333 -36.8671593833,174.7834984833 -36.8670700167),(174.7817209333 -36.8691865833,174.7822548667 -36.8688012333,174.7823513167 -36.8687887833),(174.780631016822 -36.8699909786325,174.7808884833 -36.8698046833),(174.7808884833 -36.8698046833,174.7817209333 -36.8691865833))",1824600,Addressing Road,Unknown,Road,Middleton Road,Middleton Rd,,Middleton,Road,,,,,,Middleton Road,Middleton Rd,Middleton
"MULTILINESTRING ((174.768481639538 -36.8541428735228,174.76862795 -36.85431685,174.7687873667 -36.8545533667),(174.76839544062 -36.8540434446821,174.7684721167 -36.85413155,174.768481639538 -36.8541428735228),(174.7683101 -36.8539453833,174.76839544062 -36.8540434446821),(174.764717343952 -36.8509591073987,174.76527605 -36.8511295),(174.7658657167 -36.8515030667,174.7663958 -36.8519611167),(174.76527605 -36.8511295,174.7653930167 -36.8511659333,174.7658383833 -36.8514777167,174.7658657167 -36.8515030667),(174.7673664 -36.8527863167,174.7683101 -36.8539453833),(174.7663958 -36.8519611167,174.7673599 -36.8527777,174.7673664 -36.8527863167))",3027003,Addressing Road,Unknown,Road,Wellesley Street East,Wellesley St E,,Wellesley,Street,East,,,,,Wellesley Street East,Wellesley St E,Wellesley
"MULTILINESTRING ((174.7719938667 -36.8544150667,174.77227105 -36.8539979667,174.7723818667 -36.8538604167,174.7725216167 -36.85370595,174.7727130667 -36.8535094),(174.77080745 -36.8541000167,174.7707028167 -36.8540214833,174.770630902653 -36.8539924185597),(174.7727130667 -36.8535094,174.7729127167 -36.85335175,174.77313845 -36.8531445333,174.7738335667 -36.8524857167),(174.764717343952 -36.8608277583261,174.7650808667 -36.8606983,174.7655699 -36.8604361333,174.7658028 -36.8602882167,174.7660506333 -36.8600604167,174.76654825 -36.8594958667,174.7669847 -36.8588969667,174.7674156833 -36.8583138333,174.7676764 -36.8579652667,174.7681588333 -36.8573231,174.7683778667 -36.85703605,174.7687258333 -36.85658345,174.76894785 -36.8562993167,174.7691703833 -36.85603895,174.7694875667 -36.8557072333,174.7696986333 -36.8554728167,174.76986235 -36.8552890333,174.7702887167 -36.8549146333,174.7706425167 -36.8546397667,174.7708502833 -36.8545184667),(174.764717343952 -36.8606020000834,174.76475455 -36.8605904833,174.7649901667 -36.8604939667,174.7651565333 -36.8604136333,174.7653340833 -36.8603163,174.7654949833 -36.86021765,174.7656395167 -36.86011255,174.7657803667 -36.8599895333,174.76588175 -36.8598982,174.7659729667 -36.8597863333,174.7660877667 -36.8596553333,174.7661765 -36.8595263333,174.766245 -36.8594307167,174.7663374167 -36.8592879167,174.7664449667 -36.8591192333,174.7665611833 -36.8589302167,174.76665165 -36.8587672333,174.7670761333 -36.85814015,174.7674804 -36.8576508,174.7679813833 -36.8570183167,174.7687099 -36.8562423167,174.76918615 -36.8558024167,174.7697401167 -36.8553093333,174.7703228333 -36.8548216833,174.7706604333 -36.8545660833,174.7710787 -36.8543219),(174.7708502833 -36.8545184667,174.7709734667 -36.8544451,174.7709954667 -36.85443135,174.771003009416 -36.8544266193842),(174.770856375285 -36.8543983854147,174.770909604899 -36.8543800730598),(174.7655466667 -36.8595718167,174.76583435 -36.85929605,174.7660307667 -36.8591130333,174.7662517667 -36.8588989667,174.7664737667 -36.8586906167,174.7666196167 -36.8585382167,174.7667542333 -36.8583801333,174.7669011667 -36.8582111667,174.76712035 -36.8578874,174.7678304 -36.8568319833,174.7682403167 -36.8562444167,174.7685937667 -36.8557896,174.76890825 -36.8554498667,174.7691024167 -36.8552109833),(174.770909604899 -36.8543800730598,174.7710787 -36.8543219),(174.770630902653 -36.8539924185597,174.7706130833 -36.8539852167,174.7705226167 -36.8540021833,174.7704489333 -36.8540266667,174.77040015 -36.8540527,174.7702626333 -36.8541971333,174.77025285 -36.8542406167,174.7702632333 -36.8543764333,174.7703073833 -36.8544126667,174.7704277 -36.8544544833,174.7705456167 -36.8544557833,174.7707461667 -36.8544363,174.770856375285 -36.8543983854147),(174.771003009416 -36.8544266193842,174.7710203667 -36.8544157333,174.7713152333 -36.8542366,174.7716976333 -36.8540235833,174.7724311167 -36.8536960833,174.7727130667 -36.8535094),(174.7710787 -36.8543219,174.7715220167 -36.85405225,174.7726126667 -36.85352265,174.7738335667 -36.8524857167))",3055877,Addressing Road,Unknown,Road,State Highway 16,SH 16,,State Highway 16,,,,,,,State Highway 16,SH 16,State Highway 16
"MULTILINESTRING ((174.77489325 -36.84674525,174.7748674333 -36.8465178333,174.7750226667 -36.8461207667),(174.7750226667 -36.8461207667,174.7750648333 -36.8460129167,174.7751050667 -36.8459611167))",1830375,Addressing Road,Unknown,Road,Tapora Street,Tapora St,,Tapora,Street,,,,,,Tapora Street,Tapora St,Tapora
"MULTILINESTRING ((174.7807185167 -36.8529381667,174.78137325 -36.8527135333),(174.7792522833 -36.8534862667,174.7800165667 -36.8531967833),(174.7800165667 -36.8531967833,174.7807185167 -36.8529381667))",1831536,Addressing Road,Unknown,Road,Windsor Street,Windsor St,,Windsor,Street,,,,,,Windsor Street,Windsor St,Windsor
"MULTILINESTRING ((174.7734057833 -36.8456406167,174.7736648167 -36.8449828667),(174.7733870667 -36.8456881167,174.7732059 -36.8461481333,174.7731062667 -36.84631605,174.7729197333 -36.8465375667),(174.7733870667 -36.8456881167,174.7734057833 -36.8456406167))",1832974,Addressing Road,Unknown,Road,Tangihua Street,Tangihua St,,Tangihua,Street,,,,,,Tangihua Street,Tangihua St,Tangihua
"LINESTRING (174.7653418167 -36.8443283667,174.76540135 -36.8441925333,174.76587735 -36.8429865667)",1831383,Addressing Road,Unknown,Road,Lower Albert Street,Lower Albert St,,Lower Albert,Street,,,,,,Lower Albert Street,Lower Albert St,Lower Albert
"LINESTRING (174.7689250833 -36.8656932833,174.7695126667 -36.8637346667)",1831701,Addressing Road,Unknown,Road,Huntly Avenue,Huntly Ave,,Huntly,Avenue,,,,,,Huntly Avenue,Huntly Ave,Huntly
"LINESTRING (174.7792084833 -36.8463114,174.779615 -36.8453061667)",1818943,Addressing Road,Unknown,Road,Monash Street,Monash St,,Monash,Street,,,,,,Monash Street,Monash St,Monash
"LINESTRING (174.764717343952 -36.847991606004,174.7655647833 -36.8482380333)",1824339,Addressing Road,Unknown,Road,Durham Street West,Durham St W,,Durham,Street,West,,,,,Durham Street West,Durham St W,Durham
"LINESTRING (174.7738335667 -36.8524857167,174.7736910167 -36.8521277333,174.7740006833 -36.8508126167,174.77415135 -36.8505697667,174.7742943333 -36.8504806167)",1824658,Addressing Road,Unknown,Road,Churchill Street,Churchill St,,Churchill,Street,,,,,,Churchill Street,Churchill St,Churchill
"MULTILINESTRING ((174.7880701667 -36.8689706,174.7880663333 -36.8689844833,174.787764026923 -36.8699909786325),(174.7895577667 -36.8654867,174.78929585 -36.8657982833,174.7892700667 -36.8658296667,174.7892362833 -36.8658771667,174.7892069167 -36.8659251667,174.7891817333 -36.8659752667,174.7891606833 -36.8660272,174.7891439333 -36.8660802667,174.78913135 -36.8661348833,174.78912485 -36.8661845,174.78912155 -36.8662419,174.78912345 -36.8662974333,174.7892134333 -36.8667731667),(174.7886715333 -36.8682639167,174.7885309 -36.86839075,174.78823295 -36.8685699667,174.7882273 -36.8685724833,174.7882175667 -36.8685774,174.78820865 -36.86858255,174.78819975 -36.8685888833,174.7881917833 -36.8685958833,174.7881849 -36.8686033833,174.7881789167 -36.8686112833,174.7881735833 -36.8686195667,174.7881687167 -36.8686282333,174.7881640833 -36.8686371833,174.78815945 -36.8686461333,174.78815135 -36.8686485333,174.7881499333 -36.8686618167,174.7880701667 -36.8689706),(174.7892134333 -36.8667731667,174.7892508667 -36.8669556167,174.7892630667 -36.866994,174.7892704333 -36.8670606,174.78927815 -36.8671529333,174.7892797 -36.8672482667,174.78927635 -36.8673393167,174.7892555 -36.8674376167,174.78922815 -36.8675311333,174.7891949 -36.8676226,174.7891569833 -36.8677087833,174.7891107167 -36.8677893833,174.78905465 -36.8678720667,174.7889969333 -36.8679478333,174.7889262167 -36.86802485,174.7888635667 -36.8680846833,174.7886715333 -36.8682639167))",1824743,Addressing Road,Unknown,Road,Hapua Street,Hapua St,,Hapua,Street,,,,,,Hapua Street,Hapua St,Hapua
"MULTILINESTRING ((174.7902566333 -36.8566520333,174.7913877667 -36.8569998),(174.7894444667 -36.8564121833,174.7896525 -36.8564653667,174.7902566333 -36.8566520333))",1824847,Addressing Road,Unknown,Road,Waitoa Street,Waitoa St,,Waitoa,Street,,,,,,Waitoa Street,Waitoa St,Waitoa
"MULTILINESTRING ((174.77998615 -36.8652415333,174.7805301667 -36.86561895),(174.779150482172 -36.86467879235,174.77998615 -36.8652415333))",1825410,Addressing Road,Unknown,Road,Railway Street,Railway St,,Railway,Street,,,,,,Railway Street,Railway St,Railway
"MULTILINESTRING ((174.7774081167 -36.8654182167,174.7781222833 -36.8655666),(174.7769056333 -36.8653058,174.7774081167 -36.8654182167),(174.7765482 -36.86523695,174.7769056333 -36.8653058),(174.771116246269 -36.8640844182837,174.771348882169 -36.8641342288485),(174.7695126667 -36.8637346667,174.771116246269 -36.8640844182837),(174.77388375 -36.86466805,174.7765482 -36.86523695),(174.771348882169 -36.8641342288485,174.77388375 -36.86466805),(174.7680158833 -36.8634188667,174.7686827833 -36.8635562167),(174.7673704167 -36.8632843833,174.7680158833 -36.8634188667),(174.76477435 -36.8627175167,174.7661544667 -36.8630213667),(174.7663198167 -36.8630570333,174.7666531167 -36.8631272167),(174.7661544667 -36.8630213667,174.7663198167 -36.8630570333),(174.7669936167 -36.8632012333,174.7673704167 -36.8632843833),(174.7666531167 -36.8631272167,174.7669936167 -36.8632012333),(174.7690558333 -36.8636370167,174.7695126667 -36.8637346667),(174.7686827833 -36.8635562167,174.7690558333 -36.8636370167))",3057386,Addressing Road,Unknown,Road,Carlton Gore Road,Carlton Gore Rd,,Carlton Gore,Road,,,,,,Carlton Gore Road,Carlton Gore Rd,Carlton Gore
"LINESTRING (174.76686975 -36.84655445,174.7668730167 -36.8464477667,174.7670207167 -36.8459927333)",1824609,Addressing Road,Unknown,Road,Jean Batten Place,Jean Batten Pl,,Jean Batten,Place,,,,,,Jean Batten Place,Jean Batten Pl,Jean Batten
"MULTILINESTRING ((174.7779285 -36.8448567833,174.779615 -36.8453061667),(174.77501195 -36.8441055,174.7778016667 -36.8448188667),(174.7741226 -36.8438650333,174.77501195 -36.8441055))",1824525,Addressing Road,Unknown,Road,Tooley Street,Tooley St,,Tooley,Street,,,,,,Tooley Street,Tooley St,Tooley
"MULTILINESTRING ((174.771445213053 -36.8698770239071,174.771541755318 -36.8699909786325),(174.77145465647 -36.8698678847234,174.77167443457 -36.8699909786325),(174.768364065229 -36.8677931291568,174.7685222167 -36.8679151167,174.7697054 -36.868561),(174.768684739718 -36.8675388827767,174.7697054 -36.868561),(174.7671774833 -36.8653130333,174.7671784667 -36.8655887167,174.7671941333 -36.86573925,174.7672284667 -36.8658819,174.76735185 -36.8662237667,174.767386550963 -36.8663204913829),(174.764717343952 -36.863427357125,174.7649098833 -36.8635152,174.7657075333 -36.8638753667,174.7663316833 -36.86407735),(174.767403687352 -36.8663682569699,174.7674857333 -36.86659695,174.7675729833 -36.86680745,174.7676767 -36.8670042,174.7677748667 -36.8671621333,174.7678692667 -36.8672956667,174.76798485 -36.8674338833,174.7681073833 -36.8675644667,174.7682722167 -36.8677222833,174.768364065229 -36.8677931291568),(174.767833085636 -36.8662872913169,174.7678674667 -36.8663516667,174.7679763167 -36.8665737667,174.7680616667 -36.8667408667,174.76817085 -36.86693265,174.76825905 -36.8670557167,174.76836815 -36.8671854167,174.7684910667 -36.8673449333,174.768684739718 -36.8675388827767),(174.7680906667 -36.86550065,174.7676766833 -36.86550295,174.7676137 -36.8655206833,174.76756925 -36.8655459833,174.7675313833 -36.8656012167,174.7675232667 -36.86567485,174.7675638167 -36.8657734,174.7677067667 -36.8660308333,174.76775735 -36.8661454833,174.767833085636 -36.8662872913169),(174.767386550963 -36.8663204913829,174.767403687352 -36.8663682569699),(174.7663265 -36.8584282833,174.76715375 -36.8574314333,174.76731115 -36.8572344833),(174.7679843667 -36.85644455,174.7681407167 -36.8562575,174.7684972833 -36.8558217167,174.7687406333 -36.85550515,174.7688072167 -36.8553962667),(174.7688072167 -36.8553962667,174.76881595 -36.8553805,174.7688644167 -36.8552618,174.7688862667 -36.8551390167,174.7689050833 -36.8550454167,174.7689042167 -36.8549329,174.7688909 -36.8548300333,174.7688508 -36.85469085,174.7687873667 -36.8545533667),(174.76731115 -36.8572344833,174.7676755333 -36.8568103667),(174.7676755333 -36.8568103667,174.7679843667 -36.85644455),(174.7647679333 -36.8630406833,174.764717343952 -36.8629217191014),(174.764717343952 -36.8612448593058,174.7647558833 -36.86120005,174.7648225 -36.86114035,174.7649384333 -36.8610251333,174.7650945333 -36.8609127167,174.7655015667 -36.8606333667,174.7658439833 -36.86040995,174.76596405 -36.8603033667,174.7661504833 -36.8601437,174.7663624667 -36.8599243833,174.7666421167 -36.8596364167,174.76702745 -36.8591846167,174.7672175167 -36.8589366333,174.7673676 -36.8587522167),(174.764717343952 -36.8603825230198,174.7647771833 -36.8602921,174.7649426833 -36.8600791167,174.7652641 -36.8597065833,174.7653831333 -36.8595493,174.7654407167 -36.8594840833),(174.7654407167 -36.8594840833,174.76546985 -36.8594487833,174.7658961833 -36.8589438167),(174.7658961833 -36.8589438167,174.7659949833 -36.8588265833,174.7663265 -36.8584282833))",3027695,Addressing Road,Unknown,Road,State Highway 1,SH 1,,State Highway 1,,,,,,,State Highway 1,SH 1,State Highway 1
"MULTILINESTRING ((174.7654848167 -36.8468566833,174.7651317167 -36.8467560333,174.7652800167 -36.8464358,174.7653130167 -36.8464031833,174.7653966167 -36.8462123833),(174.7653966167 -36.8462123833,174.7655601 -36.84585005,174.7656408167 -36.8456714167),(174.7656408167 -36.8456714167,174.7658065 -36.8453177),(174.7658065 -36.8453177,174.7658924 -36.8451277),(174.7649984667 -36.84511315,174.76516625 -36.8451192333,174.7658065 -36.8453177))",1824603,Addressing Road,Unknown,Road,Mills Lane,Mills Lane,,Mills,Lane,,,,,,Mills Lane,Mills Lane,Mills
"LINESTRING (174.7727181 -36.8686569833,174.772314283086 -36.8699909786325)",1824371,Addressing Road,Unknown,Road,Almorah Place,Almorah Pl,,Almorah,Place,,,,,,Almorah Place,Almorah Pl,Almorah
"MULTILINESTRING ((174.7821626333 -36.8504824333,174.7833548167 -36.8501479667),(174.7833548167 -36.8501479667,174.7834216 -36.8501300333,174.7837999167 -36.85012915))",1824210,Addressing Road,Unknown,Road,Kenwyn Street,Kenwyn St,,Kenwyn,Street,,,,,,Kenwyn Street,Kenwyn St,Kenwyn
